CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,COMPONENTE,H15,REGION,MAS_500,AGLOMERADO,PONDERA,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH15_COD,CH16,CH16_COD,NIVEL_ED,ESTADO,CAT_OCUP,CAT_INAC,IMPUTA,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,PP03C,PP03D,PP3E_TOT,PP3F_TOT,PP03G,PP03H,PP03I,PP03J,INTENSI,PP04A,PP04B_COD,PP04B1,PP04B2,PP04B3_MES,PP04B3_ANO,PP04B3_DIA,PP04C,PP04C99,PP04D_COD,PP04G,PP05B2_MES,PP05B2_ANO,PP05B2_DIA,PP05C_1,PP05C_2,PP05C_3,PP05E,PP05F,PP05H,PP06A,PP06C,PP06D,PP06E,PP06H,PP07A,PP07C,PP07D,PP07E,PP07F1,PP07F2,PP07F3,PP07F4,PP07F5,PP07G1,PP07G2,PP07G3,PP07G4,PP07G_59,PP07H,PP07I,PP07J,PP07K,PP08D1,PP08D4,PP08F1,PP08F2,PP08J1,PP08J2,PP08J3,PP09A,PP09A_ESP,PP09B,PP09C,PP09C_ESP,PP10A,PP10C,PP10D,PP10E,PP11A,PP11B_COD,PP11B1,PP11B2_MES,PP11B2_ANO,PP11B2_DIA,PP11C,PP11C99,PP11D_COD,PP11G_ANO,PP11G_MES,PP11G_DIA,PP11L,PP11L1,PP11M,PP11N,PP11O,PP11P,PP11Q,PP11R,PP11S,PP11T,P21,DECOCUR,IDECOCUR,RDECOCUR,GDECOCUR,PDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,IDECINDR,RDECINDR,GDECINDR,PDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH
TQRMNOQUSHMMLSCDEIJAH00812540,2023,4,1,3,1,1,S,33,829,3,2,2004-07-08 00:00:00,19,5,1,1,1,1,7,2,0.0,1,,1,,5,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,829,0,0.0,0,,0,0,,0,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQVSHLMMLCDEIJAH00855146,2023,4,1,2,1,1,S,33,1542,2,2,1966-04-28 00:00:00,57,2,1,1,2,0,7,1,,1,,1,,6,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1542,0,200000.0,6,,6,6,,6,1941,200000,0,0,0,0,0,0,0,0,0,0,0,200000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOUVTHKOPNCDEIJAH00792283,2023,4,1,1,1,1,S,33,4282,1,1,1964-05-28 00:00:00,59,1,1,1,2,0,2,1,,1,,1,,2,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,4282,0,190000.0,6,,5,6,,6,4822,190000,0,0,0,0,0,0,0,0,0,0,0,190000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOUVTHKOPNCDEIJAH00792283,2023,4,1,3,1,1,S,33,4282,3,1,1900-01-01 00:00:00,22,5,4,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4502.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,82313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,2,,2,2,,2,6605,0,70000.0,2,,2,2,,2,6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOUVTHKOPNCDEIJAH00792283,2023,4,1,4,1,1,S,33,4282,3,1,1900-01-01 00:00:00,20,5,1,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,4502.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,82314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,6,,6,6,,6,6363,0,230000.0,7,,6,7,,7,6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQRRHMMPQCDEIJAH00812785,2023,4,1,1,1,1,S,33,1883,1,2,1978-09-30 00:00:00,45,1,4,1,2,0,7,2,99.0,1,,1,,5,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1883,0,20000.0,1,,1,1,,1,2075,0,0,0,20000,0,0,0,0,0,0,0,0,20000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSXUHLOSTCDEIJAH00855196,2023,4,1,1,1,1,S,33,3786,1,2,1983-05-14 00:00:00,40,2,4,1,2,0,2,1,,1,,1,,2,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,21.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4811.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,31113.0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,7.0,6.0,2.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,4,,3,4,,4,5242,0,215000.0,6,,6,6,,7,5658,85000,0,0,0,0,0,0,0,0,0,0,0,85000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSXUHLOSTCDEIJAH00855196,2023,4,1,4,1,1,S,33,3786,3,1,1900-01-01 00:00:00,11,5,1,2,1,1,9,2,98.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3786,0,0.0,0,,0,0,,0,3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSXUHLOSTCDEIJAH00855196,2023,4,1,5,0,1,S,33,3786,3,1,1900-01-01 00:00:00,7,5,1,1,1,2,2,2,0.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3786,0,0.0,0,,0,0,,0,3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQRXHLOKPCDEIJAH00855197,2023,4,1,1,1,1,S,33,5006,1,1,1972-11-15 00:00:00,50,5,4,1,2,0,4,2,3.0,1,,1,,3,3,0,4,,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,5006,0,0.0,0,,0,0,,0,5006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0.0,0,,0,0,,0,4698
TQRMNORSWHJMKRCDEIJAH00802541,2023,4,1,1,1,1,S,33,1574,1,1,1961-06-15 00:00:00,62,2,1,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1574,0,0.0,0,,0,0,,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0.0,0,,0,0,,0,2108
TQRMNORSWHJMKRCDEIJAH00802541,2023,4,1,2,1,1,S,33,1574,2,2,1962-12-10 00:00:00,61,2,1,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1574,0,0.0,0,,0,0,,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0.0,0,,0,0,,0,2108
TQRMNOQRRHMMPQCDEIJAH00812785,2023,4,1,3,1,1,S,33,1883,3,2,2006-12-27 00:00:00,16,5,4,1,1,1,4,2,4.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1883,0,0.0,0,,0,0,,0,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQRUHLMPUCDEIJAH00855148,2023,4,1,2,1,1,S,33,2087,2,2,1900-01-01 00:00:00,59,2,1,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2087,0,0.0,0,,0,0,,0,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQRUHLMPUCDEIJAH00855148,2023,4,1,3,1,1,S,33,2087,3,1,1900-01-01 00:00:00,19,5,1,1,1,2,7,2,0.0,1,,1,,5,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2087,0,0.0,0,,0,0,,0,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQRUHLMPUCDEIJAH00855148,2023,4,1,4,1,1,S,33,2087,3,1,1900-01-01 00:00:00,19,5,1,1,1,1,7,2,0.0,1,,1,,5,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2087,0,0.0,0,,0,0,,0,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQRWHLMPUCDEIJAH00855149,2023,4,1,2,1,1,S,33,1920,2,2,1900-01-01 00:00:00,52,2,2,1,2,0,4,1,,1,,1,,4,2,3,0,,2,1,2,2,2,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,1.0,2.0,9700.0,1.0,2.0,0.0,0.0,0.0,0.0,57313.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0,0,,0,0,,0,1920,0,0.0,0,,0,0,,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQRWHLMPUCDEIJAH00855149,2023,4,1,3,1,1,S,33,1920,3,1,1900-01-01 00:00:00,24,5,2,1,2,0,4,1,,1,,1,,4,2,3,0,,2,1,2,2,2,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,8200.0,2.0,0.0,0.0,0.0,99.0,9.0,53314.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0,,0,0,,0,1920,0,0.0,0,,0,0,,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORRPHJONQCDEIJAH00797847,2023,4,1,1,1,1,S,33,1025,1,1,1950-08-29 00:00:00,73,3,1,1,2,0,2,1,,1,,1,,2,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1025,0,128000.0,4,,4,4,,4,1154,90000,0,0,0,0,0,8000,0,0,0,0,0,128000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORRPHJONQCDEIJAH00797847,2023,4,1,2,1,1,S,33,1025,2,2,1947-06-01 00:00:00,76,3,1,1,2,0,2,2,1.0,3,86.0,1,,1,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1025,0,120000.0,4,,3,4,,4,1203,90000,0,0,0,0,0,0,0,0,0,0,0,120000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSYXHMONMCDEIJAH00855175,2023,4,1,1,1,1,S,33,1338,1,2,1979-11-23 00:00:00,43,3,1,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,28.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,9700.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,57313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,180000.0,0.0,0.0,0.0,0.0,30000.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,5,,5,5,,5,1523,0,289000.0,8,,7,8,,8,1679,0,0,0,34000,0,0,0,0,45000,0,0,0,79000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSYXHMONMCDEIJAH00855175,2023,4,1,3,1,1,S,33,1338,3,2,2004-08-03 00:00:00,19,5,1,1,1,1,4,2,3.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1338,0,0.0,0,,0,0,,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSYXHMONMCDEIJAH00855175,2023,4,1,4,1,1,S,33,1338,3,2,2012-11-11 00:00:00,11,5,4,1,1,1,2,2,4.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1338,0,0.0,0,,0,0,,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSSHKNNOCDEIJAH00791582,2023,4,1,2,1,1,S,33,513,3,2,1998-07-17 00:00:00,25,5,4,1,2,0,4,2,4.0,1,,1,,3,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,3.0,2.0,9602.0,2.0,0.0,0.0,0.0,1.0,0.0,57113.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,,0,513,0,30000.0,1,,1,1,,1,626,0,0,0,30000,0,0,0,0,0,0,0,0,30000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSSHKNNOCDEIJAH00791582,2023,4,1,3,0,1,S,33,513,5,1,2015-07-31 00:00:00,8,5,4,1,1,1,2,2,1.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,513,0,0.0,0,,0,0,,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSTHKNNOCDEIJAH00791652,2023,4,1,4,1,1,S,33,458,3,1,1981-08-29 00:00:00,42,5,4,1,2,0,4,2,3.0,1,,1,,3,3,0,6,,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,458,0,0.0,0,,0,0,,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTUWHLMOLCDEIIAD00854845,2023,4,1,2,1,1,S,32,1820,6,2,1954-07-19 00:00:00,69,4,1,1,2,0,8,1,,5,226.0,5,226.0,6,3,0,7,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1820,0,0.0,0,,0,0,,0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSXVHMNOMCDEIIAD00812101,2023,4,1,3,0,1,S,32,3421,3,2,2018-05-18 00:00:00,5,5,1,1,1,1,1,2,0.0,1,,1,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3421,0,0.0,0,,0,0,,0,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSUXHLNKSCDEIJAH00855152,2023,4,1,1,1,1,S,33,3362,1,1,1966-12-17 00:00:00,56,2,4,1,2,0,4,2,4.0,1,,1,,3,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,4502.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,82113.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,6.0,2.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,4,,4,4,,4,5483,0,150000.0,5,,5,5,,5,5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSTHKNNOCDEIJAH00791652,2023,4,1,5,1,1,S,33,458,9,2,2012-02-11 00:00:00,11,5,4,1,1,1,2,2,5.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,458,0,0.0,0,,0,0,,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSWHKNNOCDEIJAH00791564,2023,4,2,2,1,1,S,33,521,2,2,1991-11-23 00:00:00,31,1,4,1,2,0,4,1,,1,,1,,4,3,0,7,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,521,0,0.0,0,,0,0,,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSWHKNNOCDEIJAH00791564,2023,4,2,3,1,1,S,33,521,3,2,2008-09-15 00:00:00,15,5,4,1,1,1,4,2,2.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,521,0,0.0,0,,0,0,,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSWHKNNOCDEIJAH00791564,2023,4,2,4,1,1,S,33,521,3,2,2013-01-14 00:00:00,10,5,4,1,1,1,2,2,4.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,521,0,0.0,0,,0,0,,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSWHKNNOCDEIJAH00791564,2023,4,2,5,0,1,S,33,521,3,2,2016-01-07 00:00:00,7,5,4,1,1,1,2,2,1.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,521,0,0.0,0,,0,0,,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORSWHJMSLCDEIJAH00796267,2023,4,1,1,1,1,S,33,2213,1,2,1953-10-21 00:00:00,70,2,1,1,2,0,2,1,,4,221.0,1,,2,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2213,0,95000.0,3,,2,2,,3,2403,95000,0,0,0,0,0,0,0,0,0,0,0,95000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORSWHJMSLCDEIJAH00796267,2023,4,1,2,1,1,S,33,2213,2,1,1944-06-15 00:00:00,79,2,1,1,2,0,4,2,3.0,3,30.0,1,,3,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2213,0,95000.0,3,,2,3,,3,2877,95000,0,0,0,0,0,0,0,0,0,0,0,95000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORSWHJMSLCDEIJAH00796267,2023,4,1,4,1,1,S,33,2213,5,1,2000-10-25 00:00:00,23,5,4,1,2,0,4,1,,1,,1,,4,3,0,7,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2213,0,0.0,0,,0,0,,0,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORSWHJMSLCDEIJAH00796267,2023,4,1,5,1,1,S,33,2213,5,2,1900-01-01 00:00:00,14,5,4,1,1,2,4,2,2.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2213,0,0.0,0,,0,0,,0,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPVWHMOSLCDEIJAH00812818,2023,4,1,1,1,1,S,33,1606,1,2,1961-12-09 00:00:00,61,2,1,1,2,0,4,2,0.0,3,86.0,1,,3,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1606,0,140000.0,4,,4,4,,4,1718,140000,0,0,0,0,0,0,0,0,0,0,0,140000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
