CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,COMPONENTE,H15,REGION,MAS_500,AGLOMERADO,PONDERA,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH15_COD,CH16,CH16_COD,NIVEL_ED,ESTADO,CAT_OCUP,CAT_INAC,IMPUTA,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,PP03C,PP03D,PP3E_TOT,PP3F_TOT,PP03G,PP03H,PP03I,PP03J,INTENSI,PP04A,PP04B_COD,PP04B1,PP04B2,PP04B3_MES,PP04B3_ANO,PP04B3_DIA,PP04C,PP04C99,PP04D_COD,PP04G,PP05B2_MES,PP05B2_ANO,PP05B2_DIA,PP05C_1,PP05C_2,PP05C_3,PP05E,PP05F,PP05H,PP06A,PP06C,PP06D,PP06E,PP06H,PP07A,PP07C,PP07D,PP07E,PP07F1,PP07F2,PP07F3,PP07F4,PP07F5,PP07G1,PP07G2,PP07G3,PP07G4,PP07G_59,PP07H,PP07I,PP07J,PP07K,PP08D1,PP08D4,PP08F1,PP08F2,PP08J1,PP08J2,PP08J3,PP09A,PP09A_ESP,PP09B,PP09C,PP09C_ESP,PP10A,PP10C,PP10D,PP10E,PP11A,PP11B_COD,PP11B1,PP11B2_MES,PP11B2_ANO,PP11B2_DIA,PP11C,PP11C99,PP11D_COD,PP11G_ANO,PP11G_MES,PP11G_DIA,PP11L,PP11L1,PP11M,PP11N,PP11O,PP11P,PP11Q,PP11R,PP11S,PP11T,P21,DECOCUR,IDECOCUR,RDECOCUR,GDECOCUR,PDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,IDECINDR,RDECINDR,GDECINDR,PDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH
TQRMNOTRXHKNNTCDEIIAD00791345,2023,4,1,2,1,1,S,32,3279,3,2,2005-01-26 00:00:00,18,5,1,1,1,1,7,2,0.0,1,,1,,5,2,3,0,,2,2,2,2,2,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,2.0,2.0,2701.0,2.0,0.0,0.0,0.0,1.0,0.0,30323.0,0.0,1.0,15.0,0.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0,0,,0,0,,0,3279,20000,20000.0,1,,1,1,,1,3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSYHJMQLCDEIJAH00797744,2023,4,2,4,0,1,S,33,2296,3,2,2021-02-23 00:00:00,2,5,2,2,1,2,1,2,0.0,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2296,0,0.0,0,,0,0,,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPXVHLLPQCDEIJAH00855326,2023,4,1,2,1,1,S,33,1362,2,2,1959-03-29 00:00:00,64,2,2,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1362,0,0.0,0,,0,0,,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSYHJMQLCDEIJAH00797744,2023,4,2,3,0,1,S,33,2296,3,1,2017-12-16 00:00:00,5,5,2,2,1,2,1,2,0.0,1,,1,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2296,0,0.0,0,,0,0,,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOUXSHMONSCDEIJAH00812267,2023,4,1,1,1,1,S,33,3142,1,2,1900-01-01 00:00:00,73,4,1,1,2,0,2,2,1.0,3,86.0,1,,1,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3142,0,130000.0,4,,4,4,,4,3204,130000,0,0,0,0,0,0,0,0,0,0,0,130000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOUXSHMONSCDEIJAH00812267,2023,4,1,2,1,1,S,33,3142,3,2,1900-01-01 00:00:00,43,2,4,1,1,9,4,2,99.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3142,0,0.0,0,,0,0,,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOUXSHMONSCDEIJAH00812267,2023,4,1,3,2,1,S,33,3142,4,1,1900-01-01 00:00:00,44,2,4,1,1,9,4,2,99.0,1,,1,,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3142,0,,13,,13,13,,13,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOUXSHMONSCDEIJAH00812267,2023,4,1,4,1,1,S,33,3142,5,2,1900-01-01 00:00:00,14,5,4,1,1,1,4,2,99.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3142,0,0.0,0,,0,0,,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOUXSHMONSCDEIJAH00812267,2023,4,1,5,0,1,S,33,3142,5,2,1900-01-01 00:00:00,5,5,4,1,1,1,1,2,99.0,1,,1,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3142,0,0.0,0,,0,0,,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQSMNORYTHKKMSCDEIIAD00812084,2023,4,1,2,1,1,S,32,882,3,1,1991-03-26 00:00:00,32,5,4,1,2,0,7,2,3.0,1,,1,,5,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,84.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,7400.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,80132.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,7.0,5.0,2.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,1,,1,1,,1,1418,0,50000.0,1,,1,1,,1,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOUXSHMONSCDEIJAH00812267,2023,4,1,6,0,1,S,33,3142,5,2,1900-01-01 00:00:00,9,5,4,1,1,1,2,2,99.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3142,0,0.0,0,,0,0,,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSRQHKMLRCDEIJAH00791893,2023,4,1,2,1,1,S,33,1154,2,2,1967-04-09 00:00:00,56,1,1,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1154,0,0.0,0,,0,0,,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSRQHKMLRCDEIJAH00791893,2023,4,1,4,1,1,S,33,1154,3,1,2003-11-10 00:00:00,19,5,1,1,2,0,4,1,,1,,1,,4,3,0,7,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1154,0,0.0,0,,0,0,,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORSYHLMOQCDEIJAH00855345,2023,4,1,1,1,1,S,33,1439,1,1,1948-12-23 00:00:00,74,5,1,1,2,0,2,1,,1,,3,86.0,2,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1439,0,133000.0,4,,4,4,,4,1645,96000,0,0,0,0,0,0,0,0,0,0,0,133000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORXWHJKMQCDEIIAD00854863,2023,4,1,1,1,1,S,32,2533,1,1,1980-04-21 00:00:00,43,2,1,1,2,0,6,2,3.0,1,,2,,5,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,25.0,5.0,2.0,0.0,2.0,2.0,2.0,2.0,4000.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,72132.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,7.0,6.0,2.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,8,,7,8,,5,3325,0,300000.0,8,,7,8,,5,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORXWHJKMQCDEIIAD00854863,2023,4,1,3,1,1,S,32,2533,3,1,2010-10-07 00:00:00,13,5,1,1,1,2,2,2,6.0,1,,2,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2533,0,0.0,0,,0,0,,0,2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORXWHJKMQCDEIIAD00854863,2023,4,1,4,0,1,S,32,2533,3,2,2015-03-19 00:00:00,8,5,1,1,1,2,2,2,2.0,1,,2,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2533,0,0.0,0,,0,0,,0,2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSRPHKLNLCDEIJAH00792054,2023,4,1,1,1,1,S,33,714,1,2,1977-03-21 00:00:00,46,3,1,1,2,0,7,1,,1,,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,8600.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,40311.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,160772.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,160772,5,,4,5,,5,806,80000,270772.0,7,,7,7,,8,905,0,0,0,0,0,0,0,0,30000,0,0,0,30000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSRPHKLNLCDEIJAH00792054,2023,4,1,3,1,1,S,33,714,3,1,2008-06-04 00:00:00,15,5,2,1,1,2,4,2,4.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,714,0,0.0,0,,0,0,,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPTXHLMKRCDEIJAH00855349,2023,4,1,1,1,1,S,33,1694,1,1,1969-01-18 00:00:00,54,2,1,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,1100.0,2.0,0.0,0.0,0.0,0.0,99.0,2.0,80313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,6,,5,6,,6,2083,0,200000.0,6,,6,6,,6,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPTXHLMKRCDEIJAH00855349,2023,4,1,3,1,1,S,33,1694,3,2,1999-12-12 00:00:00,23,5,1,1,1,1,7,2,0.0,1,,1,,5,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1694,0,0.0,0,,0,0,,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPTXHLMKRCDEIJAH00855349,2023,4,1,4,1,1,S,33,1694,3,2,2006-03-23 00:00:00,17,5,1,1,1,2,4,2,5.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1694,0,0.0,0,,0,0,,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTPWHJNSOCDEIJAH00797111,2023,4,1,2,1,1,S,33,8937,3,1,2013-03-29 00:00:00,10,5,4,1,1,1,2,2,4.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,8937,0,0.0,0,,0,0,,0,8937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTPWHJNSOCDEIJAH00797111,2023,4,1,3,0,1,S,33,8937,3,2,2015-06-26 00:00:00,8,5,4,1,1,1,2,2,3.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,8937,0,0.0,0,,0,0,,0,8937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSPXHJOSQCDEIJAH00793704,2023,4,1,2,1,1,S,33,2785,2,2,1900-01-01 00:00:00,71,2,1,1,2,0,2,1,,3,18.0,1,,2,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2785,0,100000.0,3,,3,3,,3,3409,100000,0,0,0,0,0,0,0,0,0,0,0,100000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQXUHJMSUCDEIJAH00801907,2023,4,1,2,1,1,S,33,2092,2,2,1964-12-10 00:00:00,58,2,1,1,2,0,4,1,,3,18.0,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2092,0,0.0,0,,0,0,,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPXWHLMNRCDEIIAD00854871,2023,4,1,1,1,1,S,32,1848,1,2,1978-10-04 00:00:00,45,2,1,1,2,0,7,2,5.0,1,,1,,5,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1400.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,80332.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000,7,,7,7,,5,2028,0,280000.0,8,,7,7,,5,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPXWHLMNRCDEIIAD00854871,2023,4,1,3,1,1,S,32,1848,3,2,2011-04-24 00:00:00,12,5,1,1,1,2,2,2,6.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1848,0,0.0,0,,0,0,,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPXWHLMNRCDEIIAD00854871,2023,4,1,4,0,1,S,32,1848,3,2,2015-08-02 00:00:00,8,5,1,1,1,2,2,2,1.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1848,0,0.0,0,,0,0,,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPXUHKOLSCDEIJAH00812682,2023,4,1,2,1,1,S,33,2604,2,2,1967-10-01 00:00:00,56,1,1,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2604,0,0.0,0,,0,0,,0,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPRWHKOLQCDEIIAD00796350,2023,4,1,1,1,1,S,32,817,1,2,1959-01-08 00:00:00,64,4,4,1,2,0,4,2,2.0,1,,1,,3,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,817,0,0.0,0,,0,0,,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0.0,0,,0,0,,0,844
TQRMNOTRWHJLKTCDEIIAD00796286,2023,4,1,2,1,1,S,32,1577,3,2,2003-10-18 00:00:00,20,5,2,1,1,1,7,2,1.0,5,226.0,5,226.0,5,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,47.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,5601.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,30314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,4,,3,4,,2,2089,0,130000.0,4,,4,4,,2,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTRWHJLKTCDEIIAD00796286,2023,4,1,3,1,1,S,32,1577,6,1,1946-09-10 00:00:00,77,5,2,1,2,0,6,2,3.0,5,226.0,5,226.0,5,3,0,7,,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1577,0,0.0,0,,0,0,,0,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSRPHKLKUCDEIIAD00791431,2023,4,2,3,0,1,S,32,1690,3,2,2020-07-20 00:00:00,3,5,1,2,1,1,1,2,0.0,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1690,0,0.0,0,,0,0,,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOXSXHMMLMCDEIJAH00812625,2023,4,1,1,1,1,S,33,390,1,2,1975-12-02 00:00:00,48,2,4,1,2,0,2,1,,4,221.0,1,,2,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,9700.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,55314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,1,,1,1,,1,414,0,25000.0,1,,1,1,,1,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOXSXHMMLMCDEIJAH00812625,2023,4,1,3,0,1,S,33,390,3,2,2016-12-30 00:00:00,6,5,4,1,1,1,2,2,0.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,390,0,0.0,0,,0,0,,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOXSXHMMLMCDEIJAH00812625,2023,4,1,4,1,1,S,33,390,3,2,2005-07-05 00:00:00,18,5,4,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,390,0,92000.0,3,,2,2,,3,491,0,0,0,92000,0,0,0,0,0,0,0,0,92000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQPXHJLLRCDEIJAH00802249,2023,4,1,1,1,1,S,33,692,1,2,1966-02-14 00:00:00,57,2,2,1,2,0,6,1,,1,,1,,6,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,692,0,0.0,0,,0,0,,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
